Response ID,Time Started,Date Submitted,Status,Language,"What's your experience with Web Components (custom elements, shadow DOM, etc.)?","Children changed callback:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Composed selection:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Constructable stylesheets & adoptedStyleSheets:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Cross-root ARIA:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS module scripts:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS Properties and Values API inside shadow root:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom attributes:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom CSS state:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom SVG/MathML elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative CSS modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative shadow DOM:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Form-Associated custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","HTML modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Imperative slot assignment:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Lazy custom element definitions:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Open styling of shadow roots:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Scoped element registries:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Styling children of slotted content:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Template instantiation and updating:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Theming:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)"
648,"Mar 30, 2023 8:46:09 pm","Mar 30, 2023 8:46:09 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
649,"Mar 30, 2023 9:08:02 pm","Mar 30, 2023 9:08:02 pm",Complete,English,Have used them,I don't need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't need this
650,"Mar 30, 2023 9:09:12 pm","Mar 30, 2023 9:09:12 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
651,"Mar 30, 2023 9:15:39 pm","Mar 30, 2023 9:15:39 pm",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
652,"Mar 30, 2023 9:36:36 pm","Mar 30, 2023 9:36:36 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know
653,"Mar 30, 2023 9:46:14 pm","Mar 30, 2023 9:46:14 pm",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I don't need this,I need this,I don't care/don't know
654,"Mar 30, 2023 9:47:43 pm","Mar 30, 2023 9:47:43 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
655,"Mar 30, 2023 10:03:19 pm","Mar 30, 2023 10:03:19 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
656,"Mar 30, 2023 10:27:53 pm","Mar 30, 2023 10:27:53 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
657,"Mar 30, 2023 10:29:36 pm","Mar 30, 2023 10:29:36 pm",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this
658,"Mar 30, 2023 10:30:31 pm","Mar 30, 2023 10:30:31 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
659,"Mar 30, 2023 10:34:32 pm","Mar 30, 2023 10:34:32 pm",Complete,English,Have used them,,,,,,,,,,,,,,,,,,,,,
660,"Mar 30, 2023 10:38:01 pm","Mar 30, 2023 10:38:01 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
661,"Mar 30, 2023 10:46:17 pm","Mar 30, 2023 10:46:17 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
662,"Mar 30, 2023 10:57:37 pm","Mar 30, 2023 10:57:37 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
663,"Mar 30, 2023 10:58:50 pm","Mar 30, 2023 10:58:50 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
664,"Mar 30, 2023 11:00:02 pm","Mar 30, 2023 11:00:03 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
665,"Mar 30, 2023 11:00:45 pm","Mar 30, 2023 11:00:45 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
666,"Mar 30, 2023 11:04:45 pm","Mar 30, 2023 11:04:45 pm",Complete,English,Know about them,,,,,,,,,,,I need this,,,,,I need this,,,,,
667,"Mar 30, 2023 11:19:34 pm","Mar 30, 2023 11:19:34 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
668,"Mar 30, 2023 11:34:47 pm","Mar 30, 2023 11:34:47 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
669,"Mar 30, 2023 11:44:00 pm","Mar 30, 2023 11:44:00 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
670,"Mar 30, 2023 11:47:33 pm","Mar 30, 2023 11:47:33 pm",Complete,English,Know about them,,,,,,,I need this,I need this,,I need this,,,I need this,I need this,,,,,,,
671,"Mar 30, 2023 11:56:07 pm","Mar 30, 2023 11:56:07 pm",Complete,English,Know about them,I don't care/don't know,,I don't care/don't know,,I need this,I don't care/don't know,I need this,,I don't care/don't know,,I don't care/don't know,,I don't care/don't know,,,,,,I don't care/don't know,I don't care/don't know,I don't care/don't know
672,"Mar 31, 2023 12:02:00 am","Mar 31, 2023 12:02:00 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know
673,"Mar 31, 2023 12:05:29 am","Mar 31, 2023 12:05:29 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this
674,"Mar 31, 2023 12:10:18 am","Mar 31, 2023 12:10:18 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,,I don't care/don't know,I don't care/don't know,,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,,I don't care/don't know,I don't care/don't know,I don't care/don't know,,I don't care/don't know,,,I don't care/don't know
675,"Mar 31, 2023 12:13:48 am","Mar 31, 2023 12:13:48 am",Complete,English,Know about them,I don't need this,I don't care/don't know,I don't need this,I need this,I don't need this,I don't need this,I need this,I don't need this,I don't care/don't know,I need this,I need this,I don't need this,,I need this,I need this,I need this,I need this,I don't need this,I don't care/don't know,I need this,I need this
676,"Mar 31, 2023 12:16:05 am","Mar 31, 2023 12:16:05 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
677,"Mar 31, 2023 12:18:30 am","Mar 31, 2023 12:18:30 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
678,"Mar 31, 2023 12:20:39 am","Mar 31, 2023 12:20:39 am",Complete,English,Know about them,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
679,"Mar 31, 2023 12:34:29 am","Mar 31, 2023 12:34:29 am",Complete,English,Have used them,I need this,I don't need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't need this,I don't need this,I don't need this,I need this,I don't need this,I need this,I don't need this,I need this,I don't care/don't know,I don't need this
680,"Mar 31, 2023 12:43:32 am","Mar 31, 2023 12:43:32 am",Complete,English,Have used them,,,,,,,I need this,,,I need this,I don't need this,I don't need this,,,,,,I don't care/don't know,,,
681,"Mar 31, 2023 12:44:31 am","Mar 31, 2023 12:44:31 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't need this,I don't need this,I don't need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't need this,I don't need this,I need this,I don't care/don't know,I don't need this,I don't need this,I don't need this,I need this,I need this,I don't need this,I don't care/don't know,I need this,I need this
682,"Mar 31, 2023 12:47:46 am","Mar 31, 2023 12:47:46 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know
683,"Mar 31, 2023 12:57:30 am","Mar 31, 2023 12:57:30 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
684,"Mar 31, 2023 1:07:34 am","Mar 31, 2023 1:07:34 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
685,"Mar 31, 2023 1:08:38 am","Mar 31, 2023 1:08:38 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
686,"Mar 31, 2023 1:13:05 am","Mar 31, 2023 1:13:05 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
687,"Mar 31, 2023 1:14:58 am","Mar 31, 2023 1:14:58 am",Complete,English,Have used them,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this
688,"Mar 31, 2023 1:20:26 am","Mar 31, 2023 1:20:26 am",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this
689,"Mar 31, 2023 1:25:54 am","Mar 31, 2023 1:25:54 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
690,"Mar 31, 2023 1:29:19 am","Mar 31, 2023 1:29:19 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
691,"Mar 31, 2023 1:36:01 am","Mar 31, 2023 1:36:01 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
692,"Mar 31, 2023 1:41:01 am","Mar 31, 2023 1:41:01 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
693,"Mar 31, 2023 1:46:51 am","Mar 31, 2023 1:46:51 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
694,"Mar 31, 2023 2:00:13 am","Mar 31, 2023 2:00:13 am",Complete,English,Have used them,I need this,I don't care/don't know,,I don't care/don't know,I don't care/don't know,,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,,,I need this,I need this
695,"Mar 31, 2023 2:06:57 am","Mar 31, 2023 2:06:57 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
696,"Mar 31, 2023 2:08:03 am","Mar 31, 2023 2:08:03 am",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this
697,"Mar 31, 2023 2:10:28 am","Mar 31, 2023 2:10:28 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
698,"Mar 31, 2023 2:11:28 am","Mar 31, 2023 2:11:28 am",Complete,English,Have used them,,I don't care/don't know,I need this,I need this,,,,,,,,I don't care/don't know,,,,,,,I don't care/don't know,,I need this
699,"Mar 31, 2023 2:14:38 am","Mar 31, 2023 2:14:38 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
700,"Mar 31, 2023 2:19:12 am","Mar 31, 2023 2:19:12 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know
701,"Mar 31, 2023 2:23:45 am","Mar 31, 2023 2:23:45 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this
702,"Mar 31, 2023 2:26:22 am","Mar 31, 2023 2:26:22 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
703,"Mar 31, 2023 2:30:55 am","Mar 31, 2023 2:30:55 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
704,"Mar 31, 2023 2:31:52 am","Mar 31, 2023 2:31:52 am",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
705,"Mar 31, 2023 2:38:23 am","Mar 31, 2023 2:38:23 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
706,"Mar 31, 2023 2:45:18 am","Mar 31, 2023 2:45:18 am",Complete,English,Have used them,I need this,I need this,I need this,,I need this,,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this
707,"Mar 31, 2023 2:58:43 am","Mar 31, 2023 2:58:43 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
708,"Mar 31, 2023 2:59:05 am","Mar 31, 2023 2:59:05 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
709,"Mar 31, 2023 3:01:11 am","Mar 31, 2023 3:01:11 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
710,"Mar 31, 2023 3:01:51 am","Mar 31, 2023 3:01:51 am",Complete,English,Have used them,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't need this,I don't care/don't know,I don't need this,I need this,I need this,I need this,I don't care/don't know,I need this,I don't need this,I don't need this,I need this,I need this,I need this
711,"Mar 31, 2023 3:02:04 am","Mar 31, 2023 3:02:04 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
712,"Mar 31, 2023 3:03:30 am","Mar 31, 2023 3:03:30 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know
713,"Mar 31, 2023 3:06:04 am","Mar 31, 2023 3:06:04 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know
