Response ID,Time Started,Date Submitted,Status,Legacy Comments,Comments,Language,Referer,User Agent,Tags,Chrome desktop:A web feature must be supported by these browsers before you can use it:,Chrome on Android:A web feature must be supported by these browsers before you can use it:,Android Webview:A web feature must be supported by these browsers before you can use it:,Firefox desktop:A web feature must be supported by these browsers before you can use it:,Firefox on Android:A web feature must be supported by these browsers before you can use it:,Edge desktop:A web feature must be supported by these browsers before you can use it:,Internet Explorer:A web feature must be supported by these browsers before you can use it:,Safari desktop:A web feature must be supported by these browsers before you can use it:,Safari on iOS:A web feature must be supported by these browsers before you can use it:,Opera desktop:A web feature must be supported by these browsers before you can use it:,Opera on Android:A web feature must be supported by these browsers before you can use it:,Samsung Internet:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,"For those browsers, how far back do they need to support a feature before you can use it?","Do you need other browsers to be included in the compatibility tables on MDN? If so, tell us which ones:",How important is it for you to know about browser support for experimental features that must be enabled by the user?,How important is it for you to know whether a browser is planning to ship a feature behind a user preference in an upcoming release?
900,"Oct 25, 2022 9:41:56 am","Oct 25, 2022 9:41:56 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Depends on the browser,no,Very important,Neutral
901,"Oct 25, 2022 9:46:10 am","Oct 25, 2022 9:46:10 am",Complete,,,English,http://localhost:5042/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,,,,,,,,,Current major version is enough,"yes, as many as possible",Very important,Very important
902,"Oct 25, 2022 9:57:19 am","Oct 25, 2022 9:57:19 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Somewhat important,Somewhat important
903,"Oct 25, 2022 10:01:14 am","Oct 25, 2022 10:01:14 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,"IE, for legacy",Not important,Somewhat important
904,"Oct 25, 2022 10:09:51 am","Oct 25, 2022 10:09:51 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Very important,Very important
905,"Oct 25, 2022 10:43:54 am","Oct 25, 2022 10:43:54 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,,,,,,,,,,Current major version is enough,,Neutral,Somewhat important
906,"Oct 25, 2022 10:51:33 am","Oct 25, 2022 10:51:33 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Somewhat important
907,"Oct 25, 2022 10:53:22 am","Oct 25, 2022 10:53:22 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,,,,,,,,,,,,Needs to be supported in current and previous major version,,Not important,Not important
908,"Oct 25, 2022 11:10:57 am","Oct 25, 2022 11:10:57 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Neutral,Somewhat important
909,"Oct 25, 2022 11:33:03 am","Oct 25, 2022 11:33:03 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,,Not important,Not important
910,"Oct 25, 2022 11:37:48 am","Oct 25, 2022 11:37:48 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Somewhat important
911,"Oct 25, 2022 11:45:56 am","Oct 25, 2022 11:45:56 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Not important,Not important
912,"Oct 25, 2022 11:54:35 am","Oct 25, 2022 11:54:35 am",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Current major version is enough,,Not important,Not important
913,"Oct 25, 2022 12:00:11 pm","Oct 25, 2022 12:00:11 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Very important
914,"Oct 25, 2022 12:02:03 pm","Oct 25, 2022 12:02:03 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Neutral
915,"Oct 25, 2022 12:03:54 pm","Oct 25, 2022 12:03:54 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Somewhat important
916,"Oct 25, 2022 12:09:05 pm","Oct 25, 2022 12:09:05 pm",Complete,,,English,https://survey.alchemer.com/s3/7049440/Short-survey-browsers,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Somewhat important,Somewhat important
917,"Oct 25, 2022 12:09:58 pm","Oct 25, 2022 12:09:58 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Very important,Somewhat important
918,"Oct 25, 2022 12:16:14 pm","Oct 25, 2022 12:16:14 pm",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,,,,,,,,,,,,,,,,,
919,"Oct 25, 2022 12:21:30 pm","Oct 25, 2022 12:21:30 pm",Complete,,,English,,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,Samsung Internet,,,,,Depends on the browser,,Not important,Not important
920,"Oct 25, 2022 12:48:57 pm","Oct 25, 2022 12:48:57 pm",Complete,,,English,https://survey.alchemer.com/s3/7049440/Short-survey-browsers,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Neutral,Very important
921,"Oct 25, 2022 12:50:58 pm","Oct 25, 2022 12:50:58 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
922,"Oct 25, 2022 12:52:12 pm","Oct 25, 2022 12:52:12 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Neutral,Neutral
923,"Oct 25, 2022 1:07:07 pm","Oct 25, 2022 1:07:07 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Very important,Very important
924,"Oct 25, 2022 1:08:04 pm","Oct 25, 2022 1:08:04 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,,,,,,,,,Current major version is enough,,Neutral,Neutral
925,"Oct 25, 2022 1:09:29 pm","Oct 25, 2022 1:09:29 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Not important,Neutral
926,"Oct 25, 2022 1:10:58 pm","Oct 25, 2022 1:10:58 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,,,,,,,,,Current major version is enough,,Somewhat important,Somewhat important
927,"Oct 25, 2022 1:28:38 pm","Oct 25, 2022 1:28:38 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in more than current and previous major version,No,Very important,Very important
928,"Oct 25, 2022 2:00:58 pm","Oct 25, 2022 2:00:58 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Not important,Not important
929,"Oct 25, 2022 2:07:20 pm","Oct 25, 2022 2:07:20 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,Samsung Internet,,,,,Needs to be supported in more than current and previous major version,,Very important,Somewhat important
930,"Oct 25, 2022 2:07:48 pm","Oct 25, 2022 2:07:48 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,,,,,,,,,,Current major version is enough,,Neutral,Somewhat important
931,"Oct 25, 2022 2:11:52 pm","Oct 25, 2022 2:11:52 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Very important
932,"Oct 25, 2022 2:35:21 pm","Oct 25, 2022 2:35:21 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Neutral,Neutral
933,"Oct 25, 2022 2:59:09 pm","Oct 25, 2022 2:59:09 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Very important
934,"Oct 25, 2022 3:01:22 pm","Oct 25, 2022 3:01:22 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
935,"Oct 25, 2022 3:08:40 pm","Oct 25, 2022 3:08:40 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Somewhat important
936,"Oct 25, 2022 3:33:17 pm","Oct 25, 2022 3:33:17 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Somewhat important
937,"Oct 25, 2022 3:42:52 pm","Oct 25, 2022 3:42:52 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Somewhat important
938,"Oct 25, 2022 4:16:47 pm","Oct 25, 2022 4:16:47 pm",Complete,,,English,https://developer-mozilla-org.translate.goog/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,,Safari on iOS,Opera desktop,,,,,,,Current major version is enough,,Very important,Very important
939,"Oct 25, 2022 4:33:50 pm","Oct 25, 2022 4:33:50 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,Other - Please specify,,"Depends completely on which app I'm working on—according to requirements specifications. Personally? Firefox Nightly on NixOS, and Firefox Beta on iOS (i.e. the same web view as everything else on iOS).",Needs to be supported in current and previous major version,Lynx and w3m...? /s,Very important,Somewhat important
940,"Oct 25, 2022 4:41:06 pm","Oct 25, 2022 4:41:06 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,,,Edge desktop,,,,,,,,,,,Depends on the browser,,Very important,Somewhat important
941,"Oct 25, 2022 5:12:23 pm","Oct 25, 2022 5:12:23 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Neutral,Neutral
942,"Oct 25, 2022 5:32:48 pm","Oct 25, 2022 5:32:48 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
943,"Oct 25, 2022 6:37:33 pm","Oct 25, 2022 6:37:33 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,Safari desktop,,,,,,,,,Needs to be supported in more than current and previous major version,,Somewhat important,Somewhat important
944,"Oct 25, 2022 6:45:18 pm","Oct 25, 2022 6:45:19 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,,,,,,,,,Current major version is enough,No.,Very important,Very important
945,"Oct 25, 2022 8:08:40 pm","Oct 25, 2022 8:08:40 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Current major version is enough,,Somewhat important,Very important
946,"Oct 25, 2022 8:26:21 pm","Oct 25, 2022 8:26:21 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,Samsung Internet,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
947,"Oct 25, 2022 8:29:29 pm","Oct 25, 2022 8:29:29 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,,Opera desktop,,,,,,,Current major version is enough,,Very important,Very important
948,"Oct 25, 2022 8:53:52 pm","Oct 25, 2022 8:53:52 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,Internet Explorer,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,,,,,,Current major version is enough,,Somewhat important,Somewhat important
949,"Oct 25, 2022 9:08:42 pm","Oct 25, 2022 9:08:42 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
950,"Oct 25, 2022 10:11:50 pm","Oct 25, 2022 10:11:50 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Not important,Not important
951,"Oct 25, 2022 10:35:51 pm","Oct 25, 2022 10:35:51 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Somewhat important
952,"Oct 25, 2022 10:40:35 pm","Oct 25, 2022 10:40:35 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,Internet Explorer,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,Samsung Internet,,,,,Needs to be supported in current and previous major version,,Somewhat important,Very important
953,"Oct 25, 2022 11:54:50 pm","Oct 25, 2022 11:54:50 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,
954,"Oct 26, 2022 12:20:21 am","Oct 26, 2022 12:20:21 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Neutral,Neutral
955,"Oct 26, 2022 12:21:25 am","Oct 26, 2022 12:21:25 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Very important,Very important
956,"Oct 26, 2022 12:26:08 am","Oct 26, 2022 12:26:08 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Very important,Somewhat important
957,"Oct 26, 2022 12:42:27 am","Oct 26, 2022 12:42:27 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,
958,"Oct 26, 2022 1:12:15 am","Oct 26, 2022 1:12:15 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,,Opera desktop,,,,,,,Current major version is enough,,Very important,Somewhat important
959,"Oct 26, 2022 1:17:19 am","Oct 26, 2022 1:17:19 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Needs to be supported in more than current and previous major version,,Somewhat important,Somewhat important
960,"Oct 26, 2022 1:35:27 am","Oct 26, 2022 1:35:27 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,,,,,,Needs to be supported in more than current and previous major version,,Neutral,Neutral
961,"Oct 26, 2022 1:38:59 am","Oct 26, 2022 1:38:59 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Current major version is enough,,Not important,Somewhat important
962,"Oct 26, 2022 1:40:53 am","Oct 26, 2022 1:40:53 am",Complete,,,English,https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Access-Control-Allow-Headers,,,,,,Firefox desktop,,Edge desktop,Internet Explorer,,,,,,,Other - Please specify,,"Pale Moon, SeaMonkey",Needs to be supported in more than current and previous major version,Pale Moon,Not important,Neutral
963,"Oct 26, 2022 1:56:09 am","Oct 26, 2022 1:56:09 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Not important,Somewhat important
964,"Oct 26, 2022 2:45:11 am","Oct 26, 2022 2:45:11 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Somewhat important,
